Miasto,Miejscowość,Ulica,NR_DOMU
Warszawa,Włochy,ul. Wirażowa,124
Warszawa,Włochy,ul. Wirażowa,124A
Warszawa,Włochy,ul. Wirażowa,125A
Warszawa,Włochy,ul. Wirażowa,125B
Warszawa,Włochy,ul. Wirażowa,126
Warszawa,Włochy,ul. Wirażowa,127
Warszawa,Włochy,ul. Wirażowa,128
Warszawa,Włochy,ul. Wirażowa,129
Warszawa,Włochy,ul. Wirażowa,130
Warszawa,Włochy,ul. Wirażowa,132
Warszawa,Włochy,ul. Wirażowa,136
Warszawa,Włochy,ul. Wirażowa,138
Warszawa,Włochy,ul. Wirażowa,142
Warszawa,Włochy,ul. Wirażowa,144
Warszawa,Włochy,ul. Wirażowa,146
Warszawa,Włochy,ul. Wirażowa,148
Warszawa,Włochy,ul. Włodarzewska,97
Warszawa,Włochy,ul. Włodarzewska,99/101
Warszawa,Włochy,ul. Włodarzewska,99/101
Warszawa,Włochy,ul. Włodarzewska,112/114
Warszawa,Włochy,ul. Włodarzewska,116/120
Warszawa,Włochy,ul. Włodarzewska,122
Warszawa,Włochy,ul. Włodarzewska,124
Warszawa,Włochy,ul. Włodarzewska,125
Warszawa,Włochy,ul. Włodarzewska,125
Warszawa,Włochy,ul. Wolborska,9
Warszawa,Włochy,ul. Wszemirowska,03-V
Warszawa,Włochy,ul. Wszemirowska,4
Warszawa,Włochy,ul. Wszemirowska,6
Warszawa,Włochy,ul. Wszemirowska,7
Warszawa,Włochy,ul. Wszemirowska,8
Warszawa,Włochy,ul. Wszemirowska,9
Warszawa,Włochy,ul. Wszemirowska,10
Warszawa,Włochy,ul. Wszemirowska,11
Warszawa,Włochy,ul. Wszemirowska,12
Warszawa,Włochy,ul. Wszemirowska,13
Warszawa,Włochy,ul. Wszemirowska,14
Warszawa,Włochy,ul. Wszemirowska,15
Warszawa,Włochy,ul. Wszemirowska,16
Warszawa,Włochy,ul. Wszemirowska,18
Warszawa,Włochy,ul. Wszemirowska,19
Warszawa,Włochy,ul. Wszemirowska,19A
Warszawa,Włochy,ul. Wszemirowska,21
Warszawa,Włochy,ul. Wszemirowska,22
Warszawa,Włochy,ul. Wszemirowska,23
Warszawa,Włochy,ul. Wszemirowska,24
Warszawa,Włochy,ul. Wszemirowska,26
Warszawa,Włochy,ul. Wszemirowska,28
Warszawa,Włochy,ul. Wszemirowska,30
Warszawa,Włochy,ul. Wszemirowska,32
Warszawa,Włochy,ul. Wszemirowska,34
Warszawa,Włochy,ul. Wszemirowska,36
Warszawa,Włochy,ul. Wszemirowska,38
Warszawa,Włochy,ul. Wszemirowska,38
Warszawa,Włochy,ul. Wylot,1
Warszawa,Włochy,ul. Wylot,2
Warszawa,Włochy,ul. Wylot,02-IV
Warszawa,Włochy,ul. Wylot,3
Warszawa,Włochy,ul. Wylot,4
Warszawa,Włochy,ul. Wylot,5
Warszawa,Włochy,ul. Wylot,6
Warszawa,Włochy,ul. Wylot,7
Warszawa,Włochy,ul. Wylot,8
Warszawa,Włochy,ul. Wyrzyska,1
Warszawa,Włochy,ul. Wyrzyska,1A
Warszawa,Włochy,ul. Wyrzyska,2
Warszawa,Włochy,ul. Wyrzyska,3
Warszawa,Włochy,ul. Wyrzyska,3A
Warszawa,Włochy,ul. Wyrzyska,4
Warszawa,Włochy,ul. Wyrzyska,4A
Warszawa,Włochy,ul. Wyrzyska,4B
Warszawa,Włochy,ul. Wyrzyska,5
Warszawa,Włochy,ul. Wyrzyska,6
Warszawa,Włochy,ul. Wyrzyska,7
Warszawa,Włochy,ul. Wyrzyska,8
Warszawa,Włochy,ul. Wyrzyska,9
Warszawa,Włochy,ul. Wyrzyska,9A
Warszawa,Włochy,ul. Wyrzyska,10
Warszawa,Włochy,ul. Wyrzyska,11A
Warszawa,Włochy,ul. Wyrzyska,12
Warszawa,Włochy,ul. Wyrzyska,13
Warszawa,Włochy,ul. Wyrzyska,13A
Warszawa,Włochy,ul. Wyrzyska,13B
Warszawa,Włochy,ul. Wyrzyska,14
Warszawa,Włochy,ul. Wyrzyska,14A
Warszawa,Włochy,ul. Wyrzyska,16
Warszawa,Włochy,ul. Wyrzyska,16
Warszawa,Włochy,ul. Wyrzyska,16A
Warszawa,Włochy,ul. Wyrzyska,17
Warszawa,Włochy,ul. Wyrzyska,18
Warszawa,Włochy,ul. Wyrzyska,19
Warszawa,Włochy,ul. Wyrzyska,20
Warszawa,Włochy,ul. Wyrzyska,21
Warszawa,Włochy,ul. Wyrzyska,22
Warszawa,Włochy,ul. Wyrzyska,23
Warszawa,Włochy,ul. Wyrzyska,23A
Warszawa,Włochy,ul. Wyrzyska,24
Warszawa,Włochy,ul. Wyrzyska,26
Warszawa,Włochy,ul. Wyrzyska,28
Warszawa,Włochy,ul. Zagadki,3
Warszawa,Włochy,ul. Zagadki,3A
Warszawa,Włochy,ul. Zagadki,3B
Warszawa,Włochy,ul. Zagadki,5
Warszawa,Włochy,ul. Zagadki,5A
Warszawa,Włochy,ul. Zagadki,7
Warszawa,Włochy,ul. Zagadki,9
Warszawa,Włochy,ul. Zagadki,11
Warszawa,Włochy,ul. Zagadki,11A
Warszawa,Włochy,ul. Zagadki,13
Warszawa,Włochy,ul. Zagadki,15
Warszawa,Włochy,ul. Zagadki,17
Warszawa,Włochy,ul. Załuski,2
Warszawa,Włochy,ul. Załuski,4
Warszawa,Włochy,ul. Załuski,6
Warszawa,Włochy,ul. Załuski,9
Warszawa,Włochy,ul. Załuski,10
Warszawa,Włochy,ul. Załuski,11
Warszawa,Włochy,ul. Załuski,14
Warszawa,Włochy,ul. Zapustna,4
Warszawa,Włochy,ul. Zapustna,8
Warszawa,Włochy,ul. Zapustna,10
Warszawa,Włochy,ul. Zapustna,10A
Warszawa,Włochy,ul. Zapustna,10B
Warszawa,Włochy,ul. Zapustna,12
Warszawa,Włochy,ul. Zapustna,12A
Warszawa,Włochy,ul. Zapustna,12B
Warszawa,Włochy,ul. Zapustna,14
Warszawa,Włochy,ul. Zapustna,24
Warszawa,Włochy,ul. Zapustna,24A
Warszawa,Włochy,ul. Zapustna,26
Warszawa,Włochy,ul. Zapustna,28
Warszawa,Włochy,ul. Zapustna,30
Warszawa,Włochy,ul. Zapustna,32
Warszawa,Włochy,ul. Zapustna,32A
Warszawa,Włochy,ul. Zapustna,34
Warszawa,Włochy,ul. Zapustna,36
Warszawa,Włochy,ul. Zapustna,38
Warszawa,Włochy,ul. Zapustna,40
Warszawa,Włochy,ul. Zapustna,42
Warszawa,Włochy,ul. Zapustna,42A
Warszawa,Włochy,ul. Zaranie,8
Warszawa,Włochy,ul. Zaranie,8A
Warszawa,Włochy,ul. Zaranie,8B
Warszawa,Włochy,ul. Zaranie,8C
Warszawa,Włochy,ul. Kazimierza Zarankiewicza,4
Warszawa,Włochy,ul. Kazimierza Zarankiewicza,6A
Warszawa,Włochy,ul. Kazimierza Zarankiewicza,7
Warszawa,Włochy,ul. Kazimierza Zarankiewicza,9
Warszawa,Włochy,ul. Zbąszyńska,3
Warszawa,Włochy,ul. Zbąszyńska,4
Warszawa,Włochy,ul. Zbąszyńska,5
Warszawa,Włochy,ul. Zbąszyńska,8
Warszawa,Włochy,ul. Zbąszyńska,10
Warszawa,Włochy,ul. Zbąszyńska,13
Warszawa,Włochy,ul. Zbiorowa,19
Warszawa,Włochy,ul. Zbiorowa,21
Warszawa,Włochy,ul. Zbiorowa,21A
Warszawa,Włochy,ul. Zbiorowa,25
Warszawa,Włochy,ul. Zbiorowa,27
Warszawa,Włochy,ul. Zbiorowa,29
Warszawa,Włochy,ul. Zbiorowa,33
Warszawa,Włochy,ul. Zbiorowa,35
Warszawa,Włochy,ul. Zbiorowa,37
Warszawa,Włochy,ul. Zbiorowa,39
Warszawa,Włochy,ul. Zbiorowa,39A
Warszawa,Włochy,ul. Zbiorowa,41
Warszawa,Włochy,ul. Zbiorowa,43
Warszawa,Włochy,ul. Zbiorowa,45
Warszawa,Włochy,ul. Zbiorowa,49
Warszawa,Włochy,ul. Zbiorowa,51
Warszawa,Włochy,ul. Zbiorowa,53A
Warszawa,Włochy,ul. Zbiorowa,55
Warszawa,Włochy,ul. Zbiorowa,57
Warszawa,Włochy,ul. Zbiorowa,57a
Warszawa,Włochy,ul. Zbiorowa,59
Warszawa,Włochy,ul. Zbiorowa,61/63
Warszawa,Włochy,ul. Zbiorowa,65
Warszawa,Włochy,ul. Zbiorowa,67
Warszawa,Włochy,ul. Zbiorowa,69
Warszawa,Włochy,ul. Zbiorowa,73
Warszawa,Włochy,ul. Zbiorowa,75
Warszawa,Włochy,ul. Zbiorowa,78/80
Warszawa,Włochy,ul. Zbiorowa,79
Warszawa,Włochy,ul. Zbiorowa,81
Warszawa,Włochy,ul. Zbocze,2
Warszawa,Włochy,ul. Zbocze,3
Warszawa,Włochy,ul. Zbocze,3A
Warszawa,Włochy,ul. Zbocze,4
Warszawa,Włochy,ul. Zbocze,5
Warszawa,Włochy,ul. Zbocze,5A
Warszawa,Włochy,ul. Zbocze,6
Warszawa,Włochy,ul. Zbocze,7
Warszawa,Włochy,ul. Zbocze,8
Warszawa,Włochy,ul. Zbocze,9
Warszawa,Włochy,ul. Zbocze,11
Warszawa,Włochy,ul. Zbocze,13
Warszawa,Włochy,ul. Zbocze,14
Warszawa,Włochy,ul. Zbocze,14A
Warszawa,Włochy,ul. Zbocze,25
Warszawa,Włochy,ul. Zbocze,25A
Warszawa,Włochy,ul. Zbocze,27
Warszawa,Włochy,ul. Zbocze,29
Warszawa,Włochy,ul. Zdobnicza,2
Warszawa,Włochy,ul. Zdobnicza,3
Warszawa,Włochy,ul. Zdobnicza,4
Warszawa,Włochy,ul. Zdobnicza,6
Warszawa,Włochy,ul. Zdobnicza,8
Warszawa,Włochy,ul. Znicz,3
Warszawa,Włochy,ul. Znicz,5
Warszawa,Włochy,ul. Zodiakalna,2
Warszawa,Włochy,ul. Zodiakalna,4
Warszawa,Włochy,ul. Zodiakalna,6
Warszawa,Włochy,ul. Zodiakalna,7
Warszawa,Włochy,ul. Zodiakalna,8
Warszawa,Włochy,ul. Zodiakalna,9
Warszawa,Włochy,ul. Zodiakalna,10
Warszawa,Włochy,ul. Zodiakalna,11
Warszawa,Włochy,ul. Zodiakalna,12
Warszawa,Włochy,ul. Zodiakalna,13
Warszawa,Włochy,ul. Zodiakalna,14
Warszawa,Włochy,ul. Zodiakalna,15
Warszawa,Włochy,ul. Zodiakalna,16
Warszawa,Włochy,ul. Zodiakalna,17
Warszawa,Włochy,ul. Zodiakalna,18
Warszawa,Włochy,ul. Zodiakalna,20
Warszawa,Włochy,ul. Zodiakalna,22
Warszawa,Włochy,ul. Zodiakalna,24
Warszawa,Włochy,ul. Zodiakalna,26
Warszawa,Włochy,ul. Zodiakalna,28
Warszawa,Włochy,ul. Zodiakalna,30
Warszawa,Włochy,ul. Żegoty,3
Warszawa,Włochy,ul. Żegoty,4
Warszawa,Włochy,ul. Żegoty,7
Warszawa,Włochy,ul. Żegoty,8
Warszawa,Włochy,ul. Żegoty,8
Warszawa,Włochy,ul. Żegoty,8A
Warszawa,Włochy,ul. Żegoty,10
Warszawa,Włochy,ul. Władysława Żeleńskiego,1
Warszawa,Włochy,ul. Władysława Żeleńskiego,2
Warszawa,Włochy,ul. Władysława Żeleńskiego,3
Warszawa,Włochy,ul. Władysława Żeleńskiego,4
Warszawa,Włochy,ul. Władysława Żeleńskiego,5
Warszawa,Włochy,ul. Władysława Żeleńskiego,6
Warszawa,Włochy,ul. Władysława Żeleńskiego,6
Warszawa,Włochy,ul. Władysława Żeleńskiego,7
Warszawa,Włochy,ul. Władysława Żeleńskiego,8
Warszawa,Włochy,ul. Władysława Żeleńskiego,9
Warszawa,Włochy,ul. Władysława Żeleńskiego,10
Warszawa,Włochy,ul. Władysława Żeleńskiego,14
Warszawa,Włochy,ul. Żniwna,1
Warszawa,Włochy,ul. Żniwna,2
Warszawa,Włochy,ul. Żniwna,2B
Warszawa,Włochy,ul. Żniwna,2C
Warszawa,Włochy,ul. Żniwna,3
Warszawa,Włochy,ul. Żniwna,3A
Warszawa,Włochy,ul. Żniwna,4
Warszawa,Włochy,ul. Żniwna,5
Warszawa,Włochy,ul. Żniwna,9
Warszawa,Włochy,ul. Żniwna,11
Warszawa,Włochy,ul. Żniwna,13
Warszawa,Włochy,ul. Żniwna,14
Warszawa,Włochy,ul. Żniwna,15
Warszawa,Włochy,ul. Żniwna,16
Warszawa,Włochy,ul. Żniwna,18
Warszawa,Włochy,ul. Żniwna,20
Warszawa,Włochy,ul. Żniwna,21
Warszawa,Włochy,ul. Żniwna,22
Warszawa,Włochy,ul. Żniwna,23
Warszawa,Włochy,ul. Żniwna,24
Warszawa,Włochy,ul. Żniwna,25
Warszawa,Włochy,ul. Żniwna,26
Warszawa,Włochy,ul. Żniwna,27
Warszawa,Włochy,ul. Żwirki i Wigury,1A
Warszawa,Włochy,ul. Żwirki i Wigury,1B
Warszawa,Włochy,ul. Żwirki i Wigury,2
Warszawa,Włochy,ul. Żwirki i Wigury,2B
Warszawa,Włochy,ul. Żwirki i Wigury,3
Warszawa,Włochy,ul. Żwirki i Wigury,5
Warszawa,Włochy,ul. Żwirki i Wigury,15
Warszawa,Włochy,ul. Żwirki i Wigury,15A
Warszawa,Włochy,ul. Żwirki i Wigury,17
Warszawa,Włochy,ul. Żwirki i Wigury,17A
Warszawa,Włochy,ul. Żwirki i Wigury,19
Warszawa,Wola,ul. Agawy,1
Warszawa,Wola,ul. Agawy,2
Warszawa,Wola,ul. Agawy,3
Warszawa,Wola,ul. Agawy,4
Warszawa,Wola,ul. Agawy,5
Warszawa,Wola,ul. Agawy,6
Warszawa,Wola,ul. Agawy,7
Warszawa,Wola,ul. Agawy,8
Warszawa,Wola,ul. Agawy,9
Warszawa,Wola,ul. Agawy,11
Warszawa,Wola,ul. Agawy,12
Warszawa,Wola,ul. Agawy,16
Warszawa,Wola,Aleja Jana Pawła II,21
Warszawa,Wola,Aleja Jana Pawła II,35
Warszawa,Wola,Aleja Jana Pawła II,55
Warszawa,Wola,Aleja Jana Pawła II,59
Warszawa,Wola,Aleja Jana Pawła II,61
Warszawa,Wola,Aleja Jana Pawła II,61A
Warszawa,Wola,Aleja Jana Pawła II,63
Warszawa,Wola,Aleja Jana Pawła II,65
Warszawa,Wola,Aleja Jana Pawła II,67
Warszawa,Wola,Aleja Jana Pawła II,71
Warszawa,Wola,Aleja Jana Pawła II,71
Warszawa,Wola,Aleja Prymasa Tysiąclecia,34
Warszawa,Wola,Aleja Prymasa Tysiąclecia,60
Warszawa,Wola,Aleja Prymasa Tysiąclecia,73
Warszawa,Wola,Aleja Prymasa Tysiąclecia,83
Warszawa,Wola,Aleja Prymasa Tysiąclecia,85
Warszawa,Wola,Aleja Prymasa Tysiąclecia,87
Warszawa,Wola,Aleja Prymasa Tysiąclecia,89
Warszawa,Wola,Aleja Prymasa Tysiąclecia,91
Warszawa,Wola,Aleja Prymasa Tysiąclecia,93
Warszawa,Wola,Aleja Prymasa Tysiąclecia,95
Warszawa,Wola,Aleja Prymasa Tysiąclecia,97
Warszawa,Wola,Aleja Prymasa Tysiąclecia,99
Warszawa,Wola,Aleja Prymasa Tysiąclecia,102A
Warszawa,Wola,Aleja Prymasa Tysiąclecia,137
Warszawa,Wola,Aleja Prymasa Tysiąclecia,139/143
Warszawa,Wola,Aleja Prymasa Tysiąclecia,139A
Warszawa,Wola,Aleja Prymasa Tysiąclecia,145/149
Warszawa,Wola,Aleja Prymasa Tysiąclecia,151
Warszawa,Wola,Aleja Prymasa Tysiąclecia,153
Warszawa,Wola,Aleja Prymasa Tysiąclecia,155
Warszawa,Wola,"Aleja ""Solidarności""",82A
Warszawa,Wola,"Aleja ""Solidarności""",82B
Warszawa,Wola,"Aleja ""Solidarności""",84
Warszawa,Wola,"Aleja ""Solidarności""",84A
Warszawa,Wola,"Aleja ""Solidarności""",86
Warszawa,Wola,"Aleja ""Solidarności""",88
Warszawa,Wola,"Aleja ""Solidarności""",92
Warszawa,Wola,"Aleja ""Solidarności""",94
Warszawa,Wola,"Aleja ""Solidarności""",96
Warszawa,Wola,"Aleja ""Solidarności""",98
Warszawa,Wola,"Aleja ""Solidarności""",104
Warszawa,Wola,"Aleja ""Solidarności""",119/125
Warszawa,Wola,"Aleja ""Solidarności""",126
Warszawa,Wola,"Aleja ""Solidarności""",129/131
Warszawa,Wola,"Aleja ""Solidarności""",131A
Warszawa,Wola,"Aleja ""Solidarności""",145
Warszawa,Wola,"Aleja ""Solidarności""",147
Warszawa,Wola,"Aleja ""Solidarności""",149
Warszawa,Wola,"Aleja ""Solidarności""",153
Warszawa,Wola,"Aleja ""Solidarności""",155
Warszawa,Wola,"Aleja ""Solidarności""",159
Warszawa,Wola,"Aleja ""Solidarności""",161
Warszawa,Wola,"Aleja ""Solidarności""",165
Warszawa,Wola,ul. Andrychowska,1
Warszawa,Wola,ul. Andrychowska,3
Warszawa,Wola,ul. Andrychowska,5
Warszawa,Wola,ul. Andrychowska,8
Warszawa,Wola,ul. Andrychowska,9
Warszawa,Wola,ul. Andrychowska,10
Warszawa,Wola,ul. Andrychowska,11
Warszawa,Wola,ul. Andrychowska,13
Warszawa,Wola,ul. Mordechaja Anielewicza,18
Warszawa,Wola,ul. Mordechaja Anielewicza,18A
Warszawa,Wola,ul. Mordechaja Anielewicza,20
Warszawa,Wola,ul. Mordechaja Anielewicza,23
Warszawa,Wola,ul. Mordechaja Anielewicza,24
Warszawa,Wola,ul. Mordechaja Anielewicza,24A
Warszawa,Wola,ul. Mordechaja Anielewicza,25
Warszawa,Wola,ul. Mordechaja Anielewicza,26
Warszawa,Wola,ul. Mordechaja Anielewicza,26A
Warszawa,Wola,ul. Mordechaja Anielewicza,26B
Warszawa,Wola,ul. Mordechaja Anielewicza,27
Warszawa,Wola,ul. Mordechaja Anielewicza,28
Warszawa,Wola,ul. Mordechaja Anielewicza,28A
Warszawa,Wola,ul. Mordechaja Anielewicza,30
Warszawa,Wola,ul. Mordechaja Anielewicza,30A
Warszawa,Wola,ul. Mordechaja Anielewicza,31
Warszawa,Wola,ul. Mordechaja Anielewicza,32
Warszawa,Wola,ul. Mordechaja Anielewicza,33
Warszawa,Wola,ul. Mordechaja Anielewicza,34
Warszawa,Wola,ul. Mordechaja Anielewicza,35
Warszawa,Wola,ul. Mordechaja Anielewicza,36
Warszawa,Wola,ul. Mordechaja Anielewicza,37
Warszawa,Wola,ul. Mordechaja Anielewicza,45
Warszawa,Wola,ul. Mordechaja Anielewicza,47
Warszawa,Wola,ul. Mordechaja Anielewicza,47A
Warszawa,Wola,ul. Mordechaja Anielewicza,47B
Warszawa,Wola,ul. Mordechaja Anielewicza,47C
Warszawa,Wola,ul. Mordechaja Anielewicza,49
Warszawa,Wola,ul. Antka Rozpylacza,3
Warszawa,Wola,ul. Antka Rozpylacza,4
Warszawa,Wola,ul. Armatnia,3
Warszawa,Wola,ul. Armatnia,6
Warszawa,Wola,ul. Armatnia,6B
Warszawa,Wola,ul. Armatnia,6C
Warszawa,Wola,ul. Armatnia,8
Warszawa,Wola,ul. Armatnia,10
Warszawa,Wola,ul. Armatnia,12
Warszawa,Wola,ul. Astronomów,4
Warszawa,Wola,ul. Astronomów,5
Warszawa,Wola,ul. Astronomów,6
Warszawa,Wola,ul. Astronomów,7
Warszawa,Wola,ul. Astronomów,8
Warszawa,Wola,ul. Astronomów,9
Warszawa,Wola,ul. Astronomów,10
Warszawa,Wola,ul. Astronomów,11
Warszawa,Wola,ul. Astronomów,12
Warszawa,Wola,ul. Astronomów,12A
Warszawa,Wola,ul. Astronomów,14
Warszawa,Wola,ul. Banderii,2A
Warszawa,Wola,ul. Banderii,4
Warszawa,Wola,ul. Banderii,19
Warszawa,Wola,"ul. Batalionu AK ""Parasol""",3
Warszawa,Wola,"ul. Batalionu AK ""Parasol""",3A
Warszawa,Wola,"ul. Batalionu AK ""Parasol""",4
Warszawa,Wola,"ul. Batalionu AK ""Parasol""",6
Warszawa,Wola,"ul. Batalionu AK ""Parasol""",8
Warszawa,Wola,"ul. Batalionu AK ""Parasol""",10
Warszawa,Wola,"ul. Batalionu AK ""Parasol""",12
Warszawa,Wola,"ul. Batalionu AK ""Parasol""",14
Warszawa,Wola,"ul. Batalionu AK ""Pięść""",1
Warszawa,Wola,"ul. Batalionu AK ""Pięść""",3
Warszawa,Wola,"ul. Batalionu AK ""Pięść""",5
Warszawa,Wola,"ul. Batalionu AK ""Pięść""",7
Warszawa,Wola,"ul. Batalionu AK ""Pięść""",9
Warszawa,Wola,"ul. Batalionu AK ""Zośka""",2
Warszawa,Wola,"ul. Batalionu AK ""Zośka""",3
Warszawa,Wola,"ul. Batalionu AK ""Zośka""",4
Warszawa,Wola,"ul. Batalionu AK ""Zośka""",4A
Warszawa,Wola,"ul. Batalionu AK ""Zośka""",4B
Warszawa,Wola,"ul. Batalionu AK ""Zośka""",7
Warszawa,Wola,"ul. Batalionu AK ""Zośka""",11
Warszawa,Wola,ul. Józefa Bellottiego,1
Warszawa,Wola,ul. Józefa Bellottiego,3
Warszawa,Wola,ul. Józefa Bellottiego,3B
Warszawa,Wola,ul. Józefa Bellottiego,5
Warszawa,Wola,ul. Józefa Bema,56
Warszawa,Wola,ul. Józefa Bema,65
Warszawa,Wola,ul. Józefa Bema,69
Warszawa,Wola,ul. Józefa Bema,72
Warszawa,Wola,ul. Józefa Bema,73/75
Warszawa,Wola,ul. Józefa Bema,74
Warszawa,Wola,ul. Józefa Bema,76
Warszawa,Wola,ul. Józefa Bema,81
Warszawa,Wola,ul. Józefa Bema,83
Warszawa,Wola,ul. Józefa Bema,87
Warszawa,Wola,ul. Józefa Bema,91
Warszawa,Wola,ul. Berestecka,20
Warszawa,Wola,ul. Berestecka,21
Warszawa,Wola,ul. Biała,3
Warszawa,Wola,ul. Białowiejska,2
Warszawa,Wola,ul. Białowiejska,4
Warszawa,Wola,ul. Białowiejska,6
Warszawa,Wola,ul. Białowiejska,6A
Warszawa,Wola,ul. Białowiejska,8
Warszawa,Wola,ul. Białowiejska,12
Warszawa,Wola,ul. Białowiejska,14
Warszawa,Wola,ul. Białowiejska,14A
Warszawa,Wola,ul. Białowiejska,18
Warszawa,Wola,ul. Białowiejska,20
Warszawa,Wola,ul. Białowiejska,20A
Warszawa,Wola,ul. Białowiejska,22
Warszawa,Wola,ul. Białowiejska,22A
Warszawa,Wola,ul. Białowiejska,24
Warszawa,Wola,ul. Białowiejska,28
Warszawa,Wola,ul. Marcina Bielskiego,2
Warszawa,Wola,ul. Marcina Bielskiego,4
Warszawa,Wola,ul. Marcina Bielskiego,5
Warszawa,Wola,ul. Marcina Bielskiego,6
Warszawa,Wola,ul. Marcina Bielskiego,8
Warszawa,Wola,ul. Bitwy pod Lenino,1
Warszawa,Wola,ul. Boguszewska,2
Warszawa,Wola,ul. Boguszewska,23
Warszawa,Wola,ul. Boguszewska,27
Warszawa,Wola,ul. Boguszewska,29
Warszawa,Wola,ul. Bolecha,2
Warszawa,Wola,ul. Bolecha,4
Warszawa,Wola,ul. Bolecha,4
Warszawa,Wola,ul. Bolecha,4A
Warszawa,Wola,ul. Bolecha,6
Warszawa,Wola,ul. Bolecha,6
Warszawa,Wola,ul. Bolecha,8
Warszawa,Wola,ul. Bolecha,10
Warszawa,Wola,ul. Bolecha,10
Warszawa,Wola,ul. Bolecha,12
Warszawa,Wola,ul. Bolecha,14
Warszawa,Wola,ul. Bolecha,14A
Warszawa,Wola,ul. Bolecha,16
Warszawa,Wola,ul. Bolecha,18
Warszawa,Wola,ul. Bolecha,18A
Warszawa,Wola,ul. Bolecha,20
Warszawa,Wola,ul. Bolecha,22
Warszawa,Wola,ul. Bolecha,23
Warszawa,Wola,ul. Bolecha,24
Warszawa,Wola,ul. Bolecha,24
Warszawa,Wola,ul. Bolecha,25
Warszawa,Wola,ul. Bolecha,26
Warszawa,Wola,ul. Bolecha,27
Warszawa,Wola,ul. Bolecha,28
Warszawa,Wola,ul. Bolecha,29
Warszawa,Wola,ul. Bolecha,30
Warszawa,Wola,ul. Bolecha,31
Warszawa,Wola,ul. Bolecha,32
Warszawa,Wola,ul. Bolecha,33
Warszawa,Wola,ul. Bolecha,34
Warszawa,Wola,ul. Bolecha,35
Warszawa,Wola,ul. Bolecha,36
Warszawa,Wola,ul. Bolecha,37
Warszawa,Wola,ul. Bolecha,39
Warszawa,Wola,ul. Bolecha,40
Warszawa,Wola,ul. Bolecha,41
Warszawa,Wola,ul. Bolecha,42
Warszawa,Wola,ul. Bolecha,43
Warszawa,Wola,ul. Bolecha,44
Warszawa,Wola,ul. Bolecha,45
Warszawa,Wola,ul. Bolecha,46
Warszawa,Wola,ul. Bolecha,47
Warszawa,Wola,ul. Bolecha,48
Warszawa,Wola,ul. Bolecha,49
Warszawa,Wola,ul. Bolecha,50
Warszawa,Wola,ul. Bolecha,51
Warszawa,Wola,ul. Bolecha,52
Warszawa,Wola,ul. Bolecha,53
Warszawa,Wola,ul. Bolecha,54/56
Warszawa,Wola,ul. Bolecha,55
Warszawa,Wola,ul. Bolecha,57
Warszawa,Wola,ul. Bolecha,58
Warszawa,Wola,ul. Bolecha,59
Warszawa,Wola,ul. Bolecha,60
Warszawa,Wola,ul. Bolecha,61
Warszawa,Wola,ul. Bolecha,62
Warszawa,Wola,ul. Bolecha,63
Warszawa,Wola,ul. Bolecha,64
Warszawa,Wola,ul. Bolecha,65
Warszawa,Wola,ul. Bolecha,66
Warszawa,Wola,ul. Bolecha,67
Warszawa,Wola,ul. Bolecha,70
Warszawa,Wola,ul. Bolecha,72
Warszawa,Wola,ul. Bolecha,74
Warszawa,Wola,ul. Bolecha,76
Warszawa,Wola,ul. Bolecha,78
Warszawa,Wola,ul. Bolecha,80
Warszawa,Wola,ul. Bolecha,82
Warszawa,Wola,ul. Bolecha,84
Warszawa,Wola,ul. Bolecha,86
Warszawa,Wola,ul. Bolecha,88
Warszawa,Wola,ul. Bolecha,90
Warszawa,Wola,ul. Bolecha,92
Warszawa,Wola,ul. Bolecha,94
Warszawa,Wola,ul. Olgi Boznańskiej,3
Warszawa,Wola,ul. Olgi Boznańskiej,4
Warszawa,Wola,ul. Olgi Boznańskiej,4A
Warszawa,Wola,ul. Olgi Boznańskiej,6
Warszawa,Wola,ul. Olgi Boznańskiej,7
Warszawa,Wola,ul. Olgi Boznańskiej,8
Warszawa,Wola,ul. Olgi Boznańskiej,9
Warszawa,Wola,ul. Olgi Boznańskiej,9A
Warszawa,Wola,ul. Olgi Boznańskiej,10
Warszawa,Wola,ul. Olgi Boznańskiej,11
Warszawa,Wola,ul. Olgi Boznańskiej,12
Warszawa,Wola,ul. Olgi Boznańskiej,13
Warszawa,Wola,ul. Olgi Boznańskiej,14
Warszawa,Wola,ul. Olgi Boznańskiej,14a
Warszawa,Wola,ul. Olgi Boznańskiej,18
Warszawa,Wola,ul. Olgi Boznańskiej,19
Warszawa,Wola,ul. Olgi Boznańskiej,19A
Warszawa,Wola,ul. Olgi Boznańskiej,20
Warszawa,Wola,ul. Olgi Boznańskiej,21
Warszawa,Wola,ul. Olgi Boznańskiej,22
Warszawa,Wola,ul. Olgi Boznańskiej,23
Warszawa,Wola,ul. Olgi Boznańskiej,23A
Warszawa,Wola,ul. Olgi Boznańskiej,24
Warszawa,Wola,ul. Olgi Boznańskiej,25
Warszawa,Wola,ul. Olgi Boznańskiej,26
Warszawa,Wola,ul. Olgi Boznańskiej,27
Warszawa,Wola,ul. Olgi Boznańskiej,28
Warszawa,Wola,ul. Olgi Boznańskiej,29
Warszawa,Wola,ul. Olgi Boznańskiej,30A
Warszawa,Wola,ul. Olgi Boznańskiej,31
Warszawa,Wola,ul. Olgi Boznańskiej,31A
